"";"ptt.dèj";"goûter";"soirée";"après.déjeuner";"après.dîner";"tt.moment";"maison";"travail";"salon.de.t";"amis";"resto";"bar";"variété";"comment";"sucre";"forme";"lieuachat";"type";"sexe";"CSP";"Sport";"âge";"âge_Q";"fréquence";"évasion.exotisme";"spiritualité";"bon.pr.la.santé";"diurétique";"convivialité";"absorption.fer";"féminin";"raffiné";"amaigrissant";"excitant";"relaxant";"ss.effet.santé"
"99";"ptt dèj";"goûter";"soirée";"après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"travail";"Pas.salon de t";"amis";"resto";"Pas.bar";"noir";"lait";"sucré";"sachet+vrac";"GMS+mag.spé.";"t_variable";"H";"cadre sup";"sportif";33;"25-34";"+ de 2/jour";"Pas.évasion-exotisme";"Pas.spiritualité";"bon pr la santé";"diurétique";"convivialité";"Pas.absorption fer";"Pas.féminin";"Pas.raffiné";"Pas.amaigrissant";"Pas.excitant";"relaxant";"Pas.ss effet santé"
"100";"Pas.ptt dèj";"goûter";"soirée";"Pas.après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"travail";"salon de t";"Pas.amis";"Pas.resto";"Pas.bar";"parfumé";"pur";"Pas.sucré";"vrac";"magasin spécialisé";"t_haut_de_gamme";"H";"cadre sup";"Pas.sportif";56;"45-59";"1/jour";"évasion-exotisme";"Pas.spiritualité";"bon pr la santé";"Pas.diurétique";"convivialité";"Pas.absorption fer";"Pas.féminin";"raffiné";"Pas.amaigrissant";"Pas.excitant";"relaxant";"Pas.ss effet santé"
"101";"Pas.ptt dèj";"Pas.goûter";"soirée";"après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"Pas.travail";"salon de t";"amis";"resto";"bar";"parfumé";"pur";"sucré";"sachet";"GMS";"t_variable";"F";"non actif";"sportif";33;"25-34";"+ de 2/jour";"Pas.évasion-exotisme";"spiritualité";"Pas.bon pr la santé";"Pas.diurétique";"convivialité";"Pas.absorption fer";"féminin";"raffiné";"Pas.amaigrissant";"excitant";"relaxant";"Pas.ss effet santé"
"102";"Pas.ptt dèj";"Pas.goûter";"soirée";"Pas.après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"Pas.travail";"Pas.salon de t";"Pas.amis";"Pas.resto";"Pas.bar";"vert";"pur";"sucré";"sachet+vrac";"GMS";"t_marque_connue";"H";"non actif";"sportif";29;"25-34";"1/jour";"évasion-exotisme";"Pas.spiritualité";"bon pr la santé";"diurétique";"convivialité";"Pas.absorption fer";"Pas.féminin";"raffiné";"Pas.amaigrissant";"Pas.excitant";"relaxant";"Pas.ss effet santé"
"103";"ptt dèj";"goûter";"Pas.soirée";"Pas.après dèj";"Pas.après dîner";"tt moment";"maison";"travail";"salon de t";"amis";"Pas.resto";"Pas.bar";"parfumé";"lait";"sucré";"sachet+vrac";"GMS+mag.spé.";"t_marque_connue";"F";"cadre moyen";"Pas.sportif";43;"35-44";"+ de 2/jour";"Pas.évasion-exotisme";"spiritualité";"bon pr la santé";"diurétique";"convivialité";"Pas.absorption fer";"féminin";"raffiné";"Pas.amaigrissant";"Pas.excitant";"relaxant";"Pas.ss effet santé"
"104";"ptt dèj";"goûter";"Pas.soirée";"Pas.après dèj";"Pas.après dîner";"tt moment";"maison";"Pas.travail";"Pas.salon de t";"amis";"Pas.resto";"Pas.bar";"parfumé";"lait";"sucré";"sachet";"GMS";"t_marque_connue";"F";"étudiant";"sportif";22;"15-24";"+ de 2/jour";"évasion-exotisme";"Pas.spiritualité";"Pas.bon pr la santé";"Pas.diurétique";"convivialité";"Pas.absorption fer";"Pas.féminin";"raffiné";"Pas.amaigrissant";"excitant";"Pas.relaxant";"Pas.ss effet santé"
"105";"ptt dèj";"Pas.goûter";"soirée";"Pas.après dèj";"Pas.après dîner";"tt moment";"maison";"Pas.travail";"Pas.salon de t";"amis";"Pas.resto";"bar";"parfumé";"pur";"sucré";"sachet";"GMS";"t_bas_de_gamme";"F";"employé";"Pas.sportif";20;"15-24";"+ de 2/jour";"évasion-exotisme";"Pas.spiritualité";"bon pr la santé";"Pas.diurétique";"convivialité";"Pas.absorption fer";"féminin";"Pas.raffiné";"amaigrissant";"excitant";"relaxant";"Pas.ss effet santé"
"106";"Pas.ptt dèj";"goûter";"soirée";"Pas.après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"Pas.travail";"Pas.salon de t";"amis";"resto";"Pas.bar";"parfumé";"pur";"sucré";"sachet";"GMS";"t_marque_connue";"H";"étudiant";"Pas.sportif";27;"25-34";"+ de 2/jour";"évasion-exotisme";"Pas.spiritualité";"Pas.bon pr la santé";"Pas.diurétique";"convivialité";"Pas.absorption fer";"féminin";"raffiné";"Pas.amaigrissant";"Pas.excitant";"relaxant";"Pas.ss effet santé"
"107";"Pas.ptt dèj";"goûter";"soirée";"Pas.après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"Pas.travail";"Pas.salon de t";"amis";"resto";"Pas.bar";"parfumé";"pur";"sucré";"sachet";"GMS";"t_marque_connue";"F";"étudiant";"Pas.sportif";22;"15-24";"+ de 2/jour";"évasion-exotisme";"Pas.spiritualité";"Pas.bon pr la santé";"Pas.diurétique";"convivialité";"Pas.absorption fer";"féminin";"Pas.raffiné";"Pas.amaigrissant";"Pas.excitant";"relaxant";"Pas.ss effet santé"
"108";"Pas.ptt dèj";"goûter";"soirée";"Pas.après dèj";"Pas.après dîner";"tt moment";"maison";"travail";"salon de t";"amis";"resto";"bar";"parfumé";"pur";"sucré";"sachet+vrac";"GMS";"t_marque_connue";"F";"étudiant";"Pas.sportif";23;"15-24";"1/jour";"évasion-exotisme";"Pas.spiritualité";"bon pr la santé";"Pas.diurétique";"convivialité";"Pas.absorption fer";"féminin";"raffiné";"Pas.amaigrissant";"Pas.excitant";"relaxant";"Pas.ss effet santé"
"109";"Pas.ptt dèj";"goûter";"Pas.soirée";"Pas.après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"travail";"Pas.salon de t";"amis";"Pas.resto";"Pas.bar";"parfumé";"pur";"Pas.sucré";"sachet";"GMS+mag.spé.";"t_marque_connue";"F";"ouvrier";"sportif";46;"45-59";"1/jour";"évasion-exotisme";"Pas.spiritualité";"bon pr la santé";"diurétique";"convivialité";"Pas.absorption fer";"féminin";"raffiné";"Pas.amaigrissant";"Pas.excitant";"relaxant";"ss effet santé"
"110";"Pas.ptt dèj";"Pas.goûter";"Pas.soirée";"Pas.après dèj";"Pas.après dîner";"tt moment";"maison";"travail";"Pas.salon de t";"amis";"Pas.resto";"bar";"parfumé";"pur";"Pas.sucré";"sachet+vrac";"magasin spécialisé";"t_variable";"F";"cadre sup";"sportif";35;"35-44";"+ de 2/jour";"évasion-exotisme";"Pas.spiritualité";"bon pr la santé";"diurétique";"convivialité";"Pas.absorption fer";"Pas.féminin";"Pas.raffiné";"amaigrissant";"Pas.excitant";"Pas.relaxant";"ss effet santé"
"111";"ptt dèj";"Pas.goûter";"Pas.soirée";"Pas.après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"Pas.travail";"Pas.salon de t";"amis";"Pas.resto";"Pas.bar";"parfumé";"citron";"Pas.sucré";"sachet";"GMS";"t_marque_connue";"F";"autre actif";"Pas.sportif";28;"25-34";"1/jour";"évasion-exotisme";"Pas.spiritualité";"bon pr la santé";"Pas.diurétique";"convivialité";"absorption fer";"Pas.féminin";"raffiné";"Pas.amaigrissant";"excitant";"relaxant";"Pas.ss effet santé"
"112";"Pas.ptt dèj";"Pas.goûter";"Pas.soirée";"Pas.après dèj";"Pas.après dîner";"tt moment";"maison";"Pas.travail";"Pas.salon de t";"amis";"Pas.resto";"Pas.bar";"parfumé";"pur";"Pas.sucré";"sachet+vrac";"GMS+mag.spé.";"t_variable";"F";"étudiant";"Pas.sportif";20;"15-24";"+ de 2/jour";"Pas.évasion-exotisme";"Pas.spiritualité";"bon pr la santé";"diurétique";"convivialité";"absorption fer";"Pas.féminin";"raffiné";"Pas.amaigrissant";"Pas.excitant";"relaxant";"Pas.ss effet santé"
"113";"Pas.ptt dèj";"goûter";"Pas.soirée";"Pas.après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"Pas.travail";"Pas.salon de t";"Pas.amis";"Pas.resto";"Pas.bar";"parfumé";"pur";"sucré";"sachet";"GMS+mag.spé.";"t_haut_de_gamme";"H";"non actif";"Pas.sportif";71;"60 et +";"1/jour";"évasion-exotisme";"Pas.spiritualité";"Pas.bon pr la santé";"diurétique";"Pas.convivialité";"Pas.absorption fer";"Pas.féminin";"raffiné";"Pas.amaigrissant";"Pas.excitant";"relaxant";"ss effet santé"
"114";"Pas.ptt dèj";"Pas.goûter";"soirée";"Pas.après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"Pas.travail";"Pas.salon de t";"amis";"resto";"bar";"parfumé";"pur";"sucré";"sachet";"GMS";"t_MDD";"H";"cadre moyen";"Pas.sportif";28;"25-34";"+ de 2/jour";"Pas.évasion-exotisme";"spiritualité";"Pas.bon pr la santé";"Pas.diurétique";"convivialité";"Pas.absorption fer";"féminin";"raffiné";"Pas.amaigrissant";"excitant";"Pas.relaxant";"Pas.ss effet santé"
"115";"ptt dèj";"Pas.goûter";"soirée";"Pas.après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"Pas.travail";"Pas.salon de t";"amis";"Pas.resto";"Pas.bar";"parfumé";"pur";"sucré";"sachet";"GMS";"t_marque_connue";"F";"étudiant";"sportif";23;"15-24";"+ de 2/jour";"Pas.évasion-exotisme";"Pas.spiritualité";"Pas.bon pr la santé";"Pas.diurétique";"convivialité";"Pas.absorption fer";"féminin";"raffiné";"Pas.amaigrissant";"Pas.excitant";"relaxant";"ss effet santé"
"116";"Pas.ptt dèj";"Pas.goûter";"soirée";"Pas.après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"Pas.travail";"Pas.salon de t";"amis";"Pas.resto";"Pas.bar";"parfumé";"pur";"Pas.sucré";"sachet";"GMS";"t_inconnu";"F";"employé";"Pas.sportif";21;"15-24";"1/jour";"évasion-exotisme";"spiritualité";"Pas.bon pr la santé";"Pas.diurétique";"convivialité";"Pas.absorption fer";"féminin";"Pas.raffiné";"Pas.amaigrissant";"Pas.excitant";"Pas.relaxant";"Pas.ss effet santé"
"117";"Pas.ptt dèj";"Pas.goûter";"soirée";"Pas.après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"Pas.travail";"Pas.salon de t";"amis";"Pas.resto";"Pas.bar";"parfumé";"citron";"sucré";"sachet";"GMS";"t_marque_connue";"H";"autre actif";"Pas.sportif";19;"15-24";"1 à 2/sem";"Pas.évasion-exotisme";"spiritualité";"Pas.bon pr la santé";"Pas.diurétique";"convivialité";"Pas.absorption fer";"Pas.féminin";"raffiné";"Pas.amaigrissant";"excitant";"relaxant";"ss effet santé"
"118";"ptt dèj";"Pas.goûter";"Pas.soirée";"Pas.après dèj";"Pas.après dîner";"Pas.tt moment";"Pas.maison";"travail";"Pas.salon de t";"amis";"Pas.resto";"Pas.bar";"parfumé";"pur";"sucré";"sachet";"GMS";"t_variable";"H";"employé";"sportif";27;"25-34";"1/jour";"Pas.évasion-exotisme";"Pas.spiritualité";"bon pr la santé";"diurétique";"convivialité";"Pas.absorption fer";"féminin";"Pas.raffiné";"Pas.amaigrissant";"excitant";"Pas.relaxant";"Pas.ss effet santé"
"119";"ptt dèj";"Pas.goûter";"Pas.soirée";"Pas.après dèj";"Pas.après dîner";"tt moment";"maison";"travail";"Pas.salon de t";"Pas.amis";"Pas.resto";"Pas.bar";"parfumé";"pur";"Pas.sucré";"sachet+vrac";"GMS";"t_marque_connue";"H";"étudiant";"Pas.sportif";25;"25-34";"+ de 2/jour";"Pas.évasion-exotisme";"spiritualité";"bon pr la santé";"diurétique";"convivialité";"absorption fer";"Pas.féminin";"raffiné";"Pas.amaigrissant";"excitant";"relaxant";"Pas.ss effet santé"
"120";"Pas.ptt dèj";"goûter";"Pas.soirée";"Pas.après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"Pas.travail";"salon de t";"amis";"Pas.resto";"Pas.bar";"parfumé";"pur";"Pas.sucré";"sachet";"GMS+mag.spé.";"t_haut_de_gamme";"F";"non actif";"sportif";71;"60 et +";"1/jour";"évasion-exotisme";"Pas.spiritualité";"bon pr la santé";"diurétique";"convivialité";"Pas.absorption fer";"Pas.féminin";"raffiné";"Pas.amaigrissant";"Pas.excitant";"relaxant";"ss effet santé"
"121";"Pas.ptt dèj";"goûter";"soirée";"Pas.après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"Pas.travail";"Pas.salon de t";"amis";"Pas.resto";"Pas.bar";"parfumé";"pur";"Pas.sucré";"sachet";"GMS";"t_marque_connue";"F";"étudiant";"sportif";21;"15-24";"1/jour";"évasion-exotisme";"Pas.spiritualité";"bon pr la santé";"diurétique";"convivialité";"Pas.absorption fer";"Pas.féminin";"raffiné";"Pas.amaigrissant";"excitant";"Pas.relaxant";"Pas.ss effet santé"
"122";"ptt dèj";"goûter";"soirée";"Pas.après dèj";"Pas.après dîner";"tt moment";"maison";"Pas.travail";"salon de t";"amis";"Pas.resto";"bar";"parfumé";"citron";"sucré";"sachet+vrac";"GMS+mag.spé.";"t_marque_connue";"F";"employé";"Pas.sportif";23;"15-24";"+ de 2/jour";"évasion-exotisme";"spiritualité";"bon pr la santé";"Pas.diurétique";"convivialité";"Pas.absorption fer";"Pas.féminin";"raffiné";"Pas.amaigrissant";"Pas.excitant";"relaxant";"Pas.ss effet santé"
"123";"Pas.ptt dèj";"Pas.goûter";"soirée";"Pas.après dèj";"Pas.après dîner";"tt moment";"maison";"Pas.travail";"Pas.salon de t";"amis";"Pas.resto";"Pas.bar";"parfumé";"pur";"sucré";"sachet";"GMS";"t_marque_connue";"H";"étudiant";"sportif";22;"15-24";"3 à 6/sem";"Pas.évasion-exotisme";"Pas.spiritualité";"Pas.bon pr la santé";"Pas.diurétique";"Pas.convivialité";"Pas.absorption fer";"Pas.féminin";"raffiné";"Pas.amaigrissant";"excitant";"relaxant";"ss effet santé"
"124";"Pas.ptt dèj";"Pas.goûter";"Pas.soirée";"Pas.après dèj";"Pas.après dîner";"tt moment";"maison";"Pas.travail";"Pas.salon de t";"amis";"Pas.resto";"Pas.bar";"parfumé";"pur";"sucré";"sachet";"GMS";"t_marque_connue";"H";"non actif";"Pas.sportif";22;"15-24";"1 à 2/sem";"évasion-exotisme";"spiritualité";"bon pr la santé";"diurétique";"convivialité";"Pas.absorption fer";"féminin";"raffiné";"Pas.amaigrissant";"excitant";"relaxant";"Pas.ss effet santé"
"125";"Pas.ptt dèj";"goûter";"soirée";"Pas.après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"Pas.travail";"Pas.salon de t";"amis";"resto";"bar";"parfumé";"lait";"sucré";"sachet";"GMS";"t_marque_connue";"F";"étudiant";"Pas.sportif";23;"15-24";"+ de 2/jour";"Pas.évasion-exotisme";"Pas.spiritualité";"Pas.bon pr la santé";"diurétique";"convivialité";"Pas.absorption fer";"féminin";"raffiné";"Pas.amaigrissant";"Pas.excitant";"relaxant";"ss effet santé"
"126";"Pas.ptt dèj";"goûter";"Pas.soirée";"Pas.après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"travail";"Pas.salon de t";"amis";"Pas.resto";"Pas.bar";"parfumé";"pur";"sucré";"sachet";"GMS";"t_MDD";"F";"étudiant";"sportif";21;"15-24";"1 à 2/sem";"Pas.évasion-exotisme";"spiritualité";"Pas.bon pr la santé";"diurétique";"convivialité";"Pas.absorption fer";"Pas.féminin";"raffiné";"Pas.amaigrissant";"Pas.excitant";"relaxant";"Pas.ss effet santé"
"127";"ptt dèj";"goûter";"Pas.soirée";"Pas.après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"travail";"Pas.salon de t";"amis";"resto";"Pas.bar";"noir";"autre";"Pas.sucré";"sachet+vrac";"GMS+mag.spé.";"t_variable";"F";"cadre sup";"Pas.sportif";42;"35-44";"+ de 2/jour";"Pas.évasion-exotisme";"Pas.spiritualité";"bon pr la santé";"Pas.diurétique";"convivialité";"Pas.absorption fer";"Pas.féminin";"raffiné";"Pas.amaigrissant";"Pas.excitant";"Pas.relaxant";"Pas.ss effet santé"
"128";"ptt dèj";"goûter";"Pas.soirée";"Pas.après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"travail";"salon de t";"amis";"Pas.resto";"Pas.bar";"noir";"pur";"Pas.sucré";"sachet+vrac";"GMS";"t_MDD";"F";"employé";"Pas.sportif";23;"15-24";"1/jour";"Pas.évasion-exotisme";"Pas.spiritualité";"bon pr la santé";"diurétique";"convivialité";"Pas.absorption fer";"Pas.féminin";"raffiné";"Pas.amaigrissant";"excitant";"relaxant";"Pas.ss effet santé"
"129";"Pas.ptt dèj";"goûter";"soirée";"Pas.après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"travail";"Pas.salon de t";"amis";"resto";"Pas.bar";"parfumé";"pur";"Pas.sucré";"sachet";"GMS";"t_marque_connue";"F";"employé";"Pas.sportif";52;"45-59";"1/jour";"Pas.évasion-exotisme";"spiritualité";"bon pr la santé";"diurétique";"convivialité";"Pas.absorption fer";"féminin";"raffiné";"amaigrissant";"excitant";"relaxant";"Pas.ss effet santé"
"130";"Pas.ptt dèj";"goûter";"Pas.soirée";"Pas.après dèj";"Pas.après dîner";"tt moment";"maison";"travail";"Pas.salon de t";"amis";"resto";"bar";"parfumé";"lait";"Pas.sucré";"sachet";"GMS";"t_marque_connue";"H";"cadre sup";"Pas.sportif";54;"45-59";"1 à 2/sem";"évasion-exotisme";"Pas.spiritualité";"Pas.bon pr la santé";"diurétique";"convivialité";"Pas.absorption fer";"féminin";"raffiné";"amaigrissant";"excitant";"Pas.relaxant";"ss effet santé"
"131";"ptt dèj";"goûter";"soirée";"Pas.après dèj";"Pas.après dîner";"tt moment";"maison";"travail";"Pas.salon de t";"amis";"Pas.resto";"Pas.bar";"parfumé";"pur";"Pas.sucré";"sachet";"GMS";"t_marque_connue";"F";"employé";"Pas.sportif";33;"25-34";"1/jour";"Pas.évasion-exotisme";"Pas.spiritualité";"bon pr la santé";"diurétique";"convivialité";"Pas.absorption fer";"Pas.féminin";"raffiné";"Pas.amaigrissant";"excitant";"Pas.relaxant";"ss effet santé"
"132";"ptt dèj";"Pas.goûter";"Pas.soirée";"Pas.après dèj";"Pas.après dîner";"tt moment";"maison";"travail";"Pas.salon de t";"Pas.amis";"resto";"Pas.bar";"noir";"pur";"Pas.sucré";"sachet";"GMS";"t_marque_connue";"H";"cadre sup";"Pas.sportif";37;"35-44";"1/jour";"Pas.évasion-exotisme";"Pas.spiritualité";"bon pr la santé";"Pas.diurétique";"convivialité";"absorption fer";"Pas.féminin";"raffiné";"Pas.amaigrissant";"excitant";"Pas.relaxant";"Pas.ss effet santé"
"133";"Pas.ptt dèj";"Pas.goûter";"soirée";"Pas.après dèj";"Pas.après dîner";"tt moment";"maison";"travail";"Pas.salon de t";"amis";"resto";"Pas.bar";"parfumé";"citron";"sucré";"sachet+vrac";"GMS+mag.spé.";"t_variable";"H";"étudiant";"sportif";29;"25-34";"1/jour";"Pas.évasion-exotisme";"Pas.spiritualité";"bon pr la santé";"Pas.diurétique";"convivialité";"Pas.absorption fer";"Pas.féminin";"Pas.raffiné";"Pas.amaigrissant";"Pas.excitant";"relaxant";"ss effet santé"
"134";"Pas.ptt dèj";"Pas.goûter";"Pas.soirée";"Pas.après dèj";"Pas.après dîner";"tt moment";"maison";"Pas.travail";"Pas.salon de t";"Pas.amis";"Pas.resto";"Pas.bar";"noir";"citron";"sucré";"sachet";"GMS";"t_MDD";"H";"non actif";"Pas.sportif";66;"60 et +";"3 à 6/sem";"évasion-exotisme";"Pas.spiritualité";"bon pr la santé";"diurétique";"Pas.convivialité";"Pas.absorption fer";"féminin";"raffiné";"amaigrissant";"excitant";"Pas.relaxant";"ss effet santé"
"135";"Pas.ptt dèj";"goûter";"Pas.soirée";"Pas.après dèj";"Pas.après dîner";"tt moment";"maison";"travail";"salon de t";"amis";"Pas.resto";"bar";"noir";"autre";"Pas.sucré";"sachet";"GMS";"t_marque_connue";"F";"cadre moyen";"sportif";47;"45-59";"+ de 2/jour";"Pas.évasion-exotisme";"Pas.spiritualité";"bon pr la santé";"diurétique";"convivialité";"Pas.absorption fer";"Pas.féminin";"raffiné";"Pas.amaigrissant";"Pas.excitant";"relaxant";"Pas.ss effet santé"
"136";"ptt dèj";"goûter";"Pas.soirée";"Pas.après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"travail";"salon de t";"amis";"Pas.resto";"bar";"parfumé";"citron";"sucré";"sachet";"GMS+mag.spé.";"t_marque_connue";"F";"employé";"Pas.sportif";45;"45-59";"+ de 2/jour";"Pas.évasion-exotisme";"Pas.spiritualité";"bon pr la santé";"Pas.diurétique";"convivialité";"Pas.absorption fer";"féminin";"Pas.raffiné";"Pas.amaigrissant";"excitant";"Pas.relaxant";"Pas.ss effet santé"
"137";"Pas.ptt dèj";"Pas.goûter";"soirée";"Pas.après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"travail";"Pas.salon de t";"amis";"Pas.resto";"Pas.bar";"parfumé";"citron";"sucré";"sachet";"GMS";"t_MDD";"F";"employé";"Pas.sportif";54;"45-59";"1/jour";"évasion-exotisme";"spiritualité";"bon pr la santé";"diurétique";"convivialité";"Pas.absorption fer";"féminin";"raffiné";"amaigrissant";"excitant";"relaxant";"Pas.ss effet santé"
"138";"ptt dèj";"goûter";"soirée";"après dèj";"Pas.après dîner";"tt moment";"maison";"Pas.travail";"Pas.salon de t";"Pas.amis";"Pas.resto";"Pas.bar";"parfumé";"pur";"Pas.sucré";"sachet";"GMS";"t_variable";"F";"étudiant";"sportif";19;"15-24";"+ de 2/jour";"Pas.évasion-exotisme";"spiritualité";"bon pr la santé";"diurétique";"convivialité";"absorption fer";"féminin";"raffiné";"amaigrissant";"Pas.excitant";"relaxant";"Pas.ss effet santé"
"139";"Pas.ptt dèj";"Pas.goûter";"Pas.soirée";"Pas.après dèj";"Pas.après dîner";"tt moment";"maison";"Pas.travail";"Pas.salon de t";"amis";"Pas.resto";"Pas.bar";"parfumé";"pur";"Pas.sucré";"sachet";"GMS";"t_marque_connue";"F";"étudiant";"sportif";17;"15-24";"1 à 2/sem";"Pas.évasion-exotisme";"Pas.spiritualité";"bon pr la santé";"diurétique";"convivialité";"Pas.absorption fer";"Pas.féminin";"raffiné";"Pas.amaigrissant";"Pas.excitant";"Pas.relaxant";"Pas.ss effet santé"
"140";"Pas.ptt dèj";"Pas.goûter";"Pas.soirée";"Pas.après dèj";"Pas.après dîner";"tt moment";"maison";"Pas.travail";"Pas.salon de t";"amis";"Pas.resto";"Pas.bar";"parfumé";"pur";"Pas.sucré";"sachet";"GMS";"t_marque_connue";"F";"étudiant";"sportif";18;"15-24";"1 à 2/sem";"évasion-exotisme";"Pas.spiritualité";"bon pr la santé";"Pas.diurétique";"convivialité";"Pas.absorption fer";"Pas.féminin";"raffiné";"Pas.amaigrissant";"Pas.excitant";"relaxant";"Pas.ss effet santé"
"141";"Pas.ptt dèj";"goûter";"Pas.soirée";"Pas.après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"Pas.travail";"Pas.salon de t";"amis";"Pas.resto";"Pas.bar";"parfumé";"lait";"sucré";"sachet";"GMS";"t_marque_connue";"F";"non actif";"Pas.sportif";79;"60 et +";"1/jour";"Pas.évasion-exotisme";"Pas.spiritualité";"bon pr la santé";"Pas.diurétique";"convivialité";"Pas.absorption fer";"féminin";"raffiné";"Pas.amaigrissant";"Pas.excitant";"relaxant";"Pas.ss effet santé"
"142";"Pas.ptt dèj";"Pas.goûter";"Pas.soirée";"Pas.après dèj";"Pas.après dîner";"tt moment";"Pas.maison";"travail";"Pas.salon de t";"amis";"resto";"Pas.bar";"parfumé";"pur";"sucré";"sachet";"GMS";"t_marque_connue";"H";"cadre sup";"sportif";48;"45-59";"1/jour";"Pas.évasion-exotisme";"Pas.spiritualité";"bon pr la santé";"diurétique";"convivialité";"Pas.absorption fer";"féminin";"raffiné";"Pas.amaigrissant";"Pas.excitant";"Pas.relaxant";"Pas.ss effet santé"
"143";"Pas.ptt dèj";"goûter";"Pas.soirée";"Pas.après dèj";"Pas.après dîner";"tt moment";"maison";"Pas.travail";"Pas.salon de t";"amis";"resto";"Pas.bar";"parfumé";"pur";"sucré";"sachet";"GMS";"t_variable";"H";"étudiant";"sportif";26;"25-34";"1/jour";"Pas.évasion-exotisme";"Pas.spiritualité";"Pas.bon pr la santé";"diurétique";"convivialité";"Pas.absorption fer";"féminin";"raffiné";"Pas.amaigrissant";"excitant";"relaxant";"ss effet santé"
"144";"Pas.ptt dèj";"goûter";"Pas.soirée";"Pas.après dèj";"Pas.après dîner";"tt moment";"maison";"travail";"Pas.salon de t";"Pas.amis";"Pas.resto";"Pas.bar";"parfumé";"pur";"Pas.sucré";"sachet";"GMS";"t_marque_connue";"F";"cadre moyen";"sportif";47;"45-59";"3 à 6/sem";"évasion-exotisme";"spiritualité";"bon pr la santé";"Pas.diurétique";"convivialité";"Pas.absorption fer";"féminin";"raffiné";"Pas.amaigrissant";"Pas.excitant";"relaxant";"ss effet santé"
"145";"ptt dèj";"Pas.goûter";"Pas.soirée";"Pas.après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"travail";"Pas.salon de t";"Pas.amis";"Pas.resto";"Pas.bar";"parfumé";"lait";"sucré";"sachet";"GMS";"t_variable";"H";"ouvrier";"sportif";30;"25-34";"1/jour";"Pas.évasion-exotisme";"Pas.spiritualité";"bon pr la santé";"diurétique";"convivialité";"Pas.absorption fer";"Pas.féminin";"raffiné";"Pas.amaigrissant";"excitant";"Pas.relaxant";"Pas.ss effet santé"
"146";"Pas.ptt dèj";"Pas.goûter";"Pas.soirée";"Pas.après dèj";"Pas.après dîner";"tt moment";"maison";"Pas.travail";"Pas.salon de t";"amis";"Pas.resto";"Pas.bar";"parfumé";"pur";"sucré";"sachet";"GMS";"t_marque_connue";"H";"non actif";"Pas.sportif";24;"15-24";"3 à 6/sem";"évasion-exotisme";"spiritualité";"Pas.bon pr la santé";"Pas.diurétique";"convivialité";"Pas.absorption fer";"Pas.féminin";"raffiné";"Pas.amaigrissant";"excitant";"relaxant";"Pas.ss effet santé"
"147";"Pas.ptt dèj";"goûter";"soirée";"Pas.après dèj";"Pas.après dîner";"tt moment";"maison";"travail";"Pas.salon de t";"amis";"Pas.resto";"Pas.bar";"parfumé";"pur";"Pas.sucré";"sachet";"GMS";"t_marque_connue";"F";"employé";"Pas.sportif";29;"25-34";"+ de 2/jour";"Pas.évasion-exotisme";"Pas.spiritualité";"bon pr la santé";"diurétique";"convivialité";"Pas.absorption fer";"féminin";"raffiné";"amaigrissant";"excitant";"Pas.relaxant";"Pas.ss effet santé"
"148";"Pas.ptt dèj";"Pas.goûter";"Pas.soirée";"Pas.après dèj";"Pas.après dîner";"tt moment";"maison";"Pas.travail";"Pas.salon de t";"Pas.amis";"Pas.resto";"Pas.bar";"noir";"autre";"sucré";"sachet";"GMS+mag.spé.";"t_haut_de_gamme";"H";"non actif";"Pas.sportif";72;"60 et +";"3 à 6/sem";"évasion-exotisme";"Pas.spiritualité";"bon pr la santé";"diurétique";"Pas.convivialité";"Pas.absorption fer";"Pas.féminin";"Pas.raffiné";"Pas.amaigrissant";"Pas.excitant";"relaxant";"Pas.ss effet santé"
